"SAMPLE","TRAIT_1","TRAIT_2","TRAIT_3","TRAIT_4","TRAIT_5","TRAIT_6","TRAIT_7","TRAIT_8","TRAIT_9","TRAIT_10"
"SAMPLE_2509",134.864610836775,118.379219057989,44.5296057715239,73.736696555487,74.9198396880512,98.7248969623726,97.4465804180434,128.917181802517,99.4428369114929,52.7789134563593
"SAMPLE_2510",135.528562995586,112.083055981857,40.628993677324,68.8569997910129,69.3181067276745,85.1614437621708,97.8860539762954,121.145278742967,95.2847058278936,50.7708700781555
"SAMPLE_2511",130.389615309929,130.04668703155,40.6817632496819,66.1017647549156,76.9356809772105,86.0565238624566,99.1577081313213,117.336802429178,95.4434862675758,52.1182609577189
"SAMPLE_2512",124.838091494571,132.573187456074,45.8371532644574,68.5259578343202,77.6745395698472,84.3334542938536,90.7123476970968,108.699678283671,97.7052338670467,54.33461793708
"SAMPLE_2513",113.006940739085,121.318296907825,43.2816557022457,69.0039640297126,65.3524700466561,91.1387703362951,91.268840383031,128.887770802793,102.889313096509,56.0011695480446
"SAMPLE_2514",116.787057382121,112.174554602713,37.5303850552186,64.1332419966588,77.9021492652325,80.0833139554893,95.2923519588117,122.399536814588,110.191630342746,52.6255693880991
"SAMPLE_2515",124.940928096983,121.924694639069,38.7404846806122,76.5464364080409,71.9458661730605,92.7012248362419,90.3638076275807,149.866903055144,104.528187038676,55.4542882886553
"SAMPLE_2516",129.853761789111,116.141890391311,40.301885505282,70.4448194455515,68.1409092135261,87.8353324310505,100.092310109976,132.532534408444,107.250519251094,54.2068030776245
"SAMPLE_2517",118.052822365819,116.533121938412,39.755204022359,70.2944935907115,67.9381457512308,114.523452728897,91.07572805695,113.062569889484,108.087932708512,58.2304760462881
"SAMPLE_2518",112.082387918388,128.84123739018,46.4475428955512,64.6078288002232,75.8588782874817,103.355272856199,96.464273709575,135.35493485313,91.0080518420602,49.765596140091
"SAMPLE_2519",133.26863563472,117.137672528151,40.9645699843897,64.9965688787931,69.5912221300213,93.5912347183594,80.546481019113,141.74891538265,98.8463523386563,54.8674895545872
"SAMPLE_2520",118.480158888421,131.136153516781,41.5218685966571,71.4501598816263,75.3743283256921,99.7964580134728,83.8873549175213,126.465244126791,105.758454730827,55.3286724949434
"SAMPLE_2521",121.197366122928,124.21243638474,46.4797863978231,72.9995786444645,76.0451813826126,110.346680595514,94.8580391805865,140.151681504038,96.1490528772085,53.4781906081136
"SAMPLE_2522",120.315105969537,107.927142640324,45.0336409472577,70.4954969712093,77.53145202361,92.6868280658248,84.6687174324113,116.474834022415,95.8507090623179,54.6702464035182
"SAMPLE_2523",120.96312433651,113.975783283263,42.0253751875943,73.4600205689011,74.4368469373765,90.4438550455595,103.632213364991,128.643858670315,103.83152302624,51.4677809683143
"SAMPLE_2524",107.452325184757,130.850760377949,41.6816255983288,70.9139955516212,72.6423178727593,98.2540749116087,90.1338105797728,135.262304273631,91.668283337284,53.0338222501419
"SAMPLE_2525",138.937864814003,115.012535260407,46.884847514201,72.4912689468749,76.05815441901,82.5628076363499,87.5199721019507,132.416827358809,91.2934764097302,54.7358894243082
"SAMPLE_2526",129.397123132936,123.440774325346,44.9276903969293,70.6093418793629,70.4033499412683,91.3078172309335,91.0984751545572,132.328401443118,98.5140591156719,54.6913388138192
"SAMPLE_2527",119.213600303182,119.42674559427,39.8951829580628,83.6605263996374,69.1427836898511,96.2824487500564,99.4843947375227,145.951400554177,103.706249311051,52.2272611436361
"SAMPLE_2528",118.113571478808,109.992531247614,38.763270684277,68.4146353979711,76.7172403793049,97.2278631929213,90.398256120957,132.105430031899,98.1997249959613,53.2007546023478
"SAMPLE_2529",135.225273755007,107.591515679323,43.4914708607821,68.4336300922855,71.0455861541044,86.7843706242476,99.081816176597,117.981292333129,100.189268816236,57.900870617686
"SAMPLE_2530",130.588463208735,127.114914899151,40.4118468326144,64.9229619098045,67.3600529847419,97.2742374277713,98.9906409616219,116.023073097662,99.3493854420222,55.1549256663142
"SAMPLE_2531",127.479889949799,140.259465492809,42.6396985426561,71.759731567694,77.9028340635203,101.438512348498,93.4551836215604,131.435887583059,118.863399935977,55.7254363804433
"SAMPLE_2532",117.889006460055,120.200141665114,41.974476876728,76.2068077243897,69.8416936700213,95.5534213947085,96.3873508710476,122.770299743699,98.8293658021813,53.1635514270464
"SAMPLE_2533",122.709379559088,127.451571008762,44.9960668571799,79.745286748747,78.2060980863607,92.9339796252522,93.6112439941408,118.596243219923,85.7466706027197,49.692287937947
"SAMPLE_2534",124.759366028061,122.589658726463,36.9901875773692,62.502198085411,73.8221742016172,101.029768148108,96.7404330554948,135.543393461725,98.0341288814808,56.2799232678561
"SAMPLE_2535",121.742136058172,113.178507955781,39.2051259773842,76.6983438967458,69.9818893280661,91.1693889738914,102.664632296507,129.027100776274,107.696796380522,50.2738231847763
"SAMPLE_2536",115.239024415123,124.914167056604,45.4869007612499,76.7656605092122,70.0327742597552,86.0315152225316,86.6476029234393,130.805859103395,111.696499205176,54.7501833498173
"SAMPLE_2537",108.768938044539,121.725973463725,41.8024209612352,63.1961843240477,70.2018375137843,89.8885687826355,99.0511498600027,128.558192811638,98.8777686059592,56.545533940047
"SAMPLE_2538",139.260547417374,112.031947314332,40.6945397012128,67.8937224934808,80.6240358635747,92.0507389485846,89.6899642800704,139.209066854523,97.1498353652178,54.5880025150275
"SAMPLE_2539",112.914601753022,110.091185337568,38.6762730068859,75.0563929734205,69.4819757270518,100.871050905822,82.8772071956864,122.802186521475,102.997118630333,50.2581643842058
"SAMPLE_2540",115.067212198844,120.633637263756,43.2070603339182,66.1925845122304,75.0378609304649,89.3725391406392,106.128068696875,137.754506095286,105.942805210006,52.7719067050008
"SAMPLE_2541",130.451780791055,113.701287600203,43.3313736451409,69.2538534810367,72.3418797819985,95.539604506072,100.121620911124,141.397384891575,93.2836153709273,62.4883088321642
"SAMPLE_2542",115.02266333689,124.239676036956,42.0430356288912,69.0859401344079,70.113028316598,103.622481448794,109.699511266961,131.755796182138,98.19706932091,49.9512320574316
"SAMPLE_2543",130.097534871976,127.509101994037,43.8270819280153,74.0228197045242,79.579599540011,95.9496027381912,95.6470423218751,135.131221204297,99.0089540693577,50.0332519192827
"SAMPLE_2544",117.299359222823,138.085434669941,45.9557811996657,66.2397804195054,72.3670148893905,99.4356839751238,94.0222668091574,119.46061926795,83.7451162238281,57.8263850941525
"SAMPLE_2545",112.162306614033,118.918899450173,48.6209235028176,66.5933294910009,75.4082757150277,97.0777875330986,87.092526105871,125.93559273208,85.9078229629996,53.0913509200914
"SAMPLE_2546",121.681864125513,102.719549433763,42.5524042973766,74.0467841435397,79.5779309186808,104.194545475853,94.6660751930976,137.621311549232,85.2936416355585,54.228187384678
"SAMPLE_2547",125.453232439149,130.128079082733,45.9384257819784,67.0426880504584,74.1316339983995,84.217406760515,97.8977453705829,126.483281517298,108.762662651025,53.8948467015306
"SAMPLE_2548",122.730353870426,120.198232954989,41.4559426600921,71.2666237962939,80.6749745125346,85.8884135278081,97.6788064192392,150.483308943005,98.410580176293,58.3248983752907
"SAMPLE_2549",128.008664131393,112.979445831141,39.6289074362772,66.7301593210226,73.3787199358925,93.1339437418428,96.1215962299203,138.923564196649,91.0051843156696,58.5525274755034
"SAMPLE_2550",127.879101029279,112.063067504302,40.9258210654039,73.1956946831493,71.1651433370369,92.81644737081,107.675475557913,121.692339564747,100.17482794082,61.9597146062324
"SAMPLE_2551",136.395384081544,122.832142340514,41.7011822073878,71.4214015572508,80.6990302758838,85.2271270154026,88.8256889016618,137.904198305904,109.102638263063,52.3987165522645
"SAMPLE_2552",136.337085181649,114.742625598021,42.9627303119765,64.2613759106125,63.6491318897408,91.8137958952798,99.9652639522324,114.465697610068,91.872554408146,52.2230818896352
"SAMPLE_2553",119.575749705437,116.270739758861,41.5735098591298,57.8697447661573,68.4765253671029,92.9682355564241,85.782649446649,124.483093371352,88.2803220466712,53.5660746327147
"SAMPLE_2554",131.905750007178,100.584463144545,45.6794543268637,64.6251006739316,71.4910425773964,97.121272593288,85.605812220148,124.302235961092,106.249288465924,56.3346678488803
"SAMPLE_2555",121.344328728083,118.5555968941,48.1744483187405,73.5653349966167,69.7067842620881,100.643766816335,99.3669375581745,136.510115554368,93.9612230163042,53.3498459116114
"SAMPLE_2556",126.81954750769,119.705878527727,47.921200389499,67.2011854208111,66.3944133181022,86.8122551230589,91.5177298800899,104.741675182861,101.786833976985,52.0559274633908
"SAMPLE_2557",117.511837667482,128.021572062759,40.8915211979407,70.757343206985,72.0319059229883,83.0372556223625,90.5115620605312,123.216683636019,100.133116292037,51.3664965117837
"SAMPLE_2558",124.403803206058,117.206735593412,38.7680391893369,72.6447505213923,75.9664860437884,100.323790163639,107.567446944751,140.551157333466,89.1459729284104,57.9163897143152
"SAMPLE_2559",130.890969293075,117.798283685417,39.2056407049607,69.2018306698205,68.8226828152468,94.143303153128,89.2316909007816,119.758982408576,108.345143473123,52.5924949285892
"SAMPLE_2560",126.362031689841,122.248521124815,45.8712815597766,71.0286822221003,72.950086387198,98.44754207851,93.2944403521136,134.690904002447,102.091689304776,60.510193853872
"SAMPLE_2561",130.503162885906,123.72055052951,45.8957483386103,67.0247495282691,74.1847413574596,103.271367969056,100.664198589784,139.24656836358,93.6429659821401,54.713269552597
"SAMPLE_2562",123.519491673231,127.557436526049,50.2816547124038,66.6807221167225,72.992660413343,85.930221959563,94.7897453228892,136.637947326863,85.4800943955923,52.9314601123695
"SAMPLE_2563",133.323583153113,129.641161285419,38.0339396080081,67.2061162143441,75.2423209151315,90.3179511066191,93.4005750095458,131.391617917828,94.6281688718671,54.610372822182
"SAMPLE_2564",122.167208775225,118.10608666871,37.5843844158369,64.7249934232179,76.5843454630062,89.2375365556858,87.7629440405925,127.627166551077,108.39794762813,54.8118156011108
"SAMPLE_2565",130.93803349013,126.473372863294,42.6346972042451,73.9008493774208,66.3824710384571,97.7532967486655,101.788261901727,140.058009631912,90.3096288833097,55.8384363588146
"SAMPLE_2566",122.965215923873,107.914676773761,39.0240548200849,64.4988168264808,69.2829057413108,99.1058648324168,98.6852199538762,141.387826297571,98.3269294658347,52.9408263429108
"SAMPLE_2567",116.067058279765,139.84950544688,44.6863691630991,73.9619445817416,74.3632077575452,85.1641673032682,86.5805170833844,128.55418527606,104.86402787306,51.6805866590615
"SAMPLE_2568",109.542751043074,115.339905955319,42.9220404721236,64.5650842161201,70.7861758227742,93.567764772309,107.326313089821,116.566244576528,94.7819181572616,55.957909742612
"SAMPLE_2569",115.076025273618,131.994876391255,39.7918777682707,71.4776880042938,69.7931370279273,90.374542357725,90.4237617070539,121.099540144751,102.587885757028,49.8017452022129
"SAMPLE_2570",128.396961636137,135.701094232936,35.924959302848,65.1930926514002,70.6024914474073,95.8248707073037,93.8715891672388,118.58133119335,101.250073260663,57.3661100256374
"SAMPLE_2571",108.347494140619,118.306211839234,41.3892231749721,63.8575632949973,74.6114472053251,82.888057267282,104.837987645992,127.199454847039,95.0424337123415,50.5323787428063
"SAMPLE_2572",129.742160839981,128.047548991829,41.079083061523,69.0587481843059,72.0929125199657,88.948640003463,100.03351193835,122.00851260747,98.923803979198,47.8740168855328
"SAMPLE_2573",118.397638399894,112.27841036651,43.5466193411408,66.3981175629093,74.9907290597545,97.0996815234623,101.799431618272,138.268264185489,101.986959129881,53.2339545871669
"SAMPLE_2574",128.909786247346,121.339672114898,45.1867208625331,69.4238408284162,65.4632631110832,84.8420877791118,88.3521898883114,132.800175225211,100.133572255636,57.1504761399936
"SAMPLE_2575",123.218586458746,113.957548181863,42.3001012600455,56.8172443872638,68.1714398215862,100.32597488133,84.3457032434369,131.356929307907,94.422838414431,55.1866322171929
"SAMPLE_2576",119.469135807537,119.503211572833,41.5086997984248,70.5616832708207,73.2503851254843,92.9167695276867,81.8461532796003,137.135999481291,93.1332693094536,53.6215197875521
"SAMPLE_2577",112.923140041746,124.064032596507,43.8457287067301,81.2728532688063,79.4556120267215,99.2874599834323,86.6601382261539,134.781670714103,95.8617523850848,53.0911252493346
"SAMPLE_2578",121.799251594413,124.462513126121,39.9140631058107,62.8285419174832,74.6995392091201,103.631700853715,84.8848468737111,125.162569668891,102.547424730129,53.6605547099972
"SAMPLE_2579",120.982503351335,105.837134123408,38.2697124811547,74.4675834292811,78.6204439303649,91.3922183640195,90.4563434507728,125.234830141887,97.4275711203492,57.6101102257808
"SAMPLE_2580",132.078368371953,120.995092344002,36.3471549708552,64.8821466452866,72.7371104179745,95.450452817803,99.7657865607238,123.84294363753,99.2279753564788,61.8535906643489
"SAMPLE_2581",129.198722885375,120.667027980259,44.4786108889198,77.0244398563778,67.9551058507459,88.1850573623592,95.5067894496123,120.275144331569,106.593248722136,50.9369841975768
"SAMPLE_2582",127.367569779148,108.43126797468,41.9513157243867,65.8270322129403,69.738097077684,94.2716311547937,96.3048360174813,120.652279020482,99.9519236667785,52.2243535085014
"SAMPLE_2583",125.550327888154,129.96168045696,41.2982117058925,69.2429531108138,76.4570411895346,93.0607567166338,83.6112128566424,138.847499779861,102.302482390342,50.7614200390947
"SAMPLE_2584",116.797316589948,130.712888141069,46.8068253632661,67.7647617154104,64.321410470438,97.9621344659966,104.497666977941,128.045498173449,101.771717381828,51.1393786330606
"SAMPLE_2585",131.00033200892,128.906086165198,45.4594513321284,69.5720875263494,71.3901046188761,91.9636565333385,94.2764467585573,110.347628567831,92.7193266874528,51.9148986863784
"SAMPLE_2586",131.846945308256,122.793926442209,45.9944404369424,66.6152404486765,73.6487100032365,89.5422642587172,93.2235772341205,130.541061498988,94.086887336801,61.574666922471
"SAMPLE_2587",134.502513239677,105.092398139715,45.8528607783158,71.5995664752724,66.0664756843165,91.1179216268447,91.475861285414,127.442369801725,96.3384367944949,54.959967399047
"SAMPLE_2588",114.128991106182,128.210848647878,38.7795066569998,66.4536574259796,70.7811341758192,91.6387790209557,97.5349916686777,131.860872139897,97.0590144341855,56.6010045979748
"SAMPLE_2589",115.540446889957,127.115965719702,44.1669304098592,59.7961137358329,80.0692961881984,100.542574292425,102.971863004718,143.172065956228,96.8959323621817,51.549936970792
"SAMPLE_2590",128.053054475793,102.095439135016,45.7627336633184,66.0592334979152,75.1732736993133,93.9768978911342,101.981196765041,116.282321112022,110.207946468723,55.4351301199341
"SAMPLE_2591",134.737858193,129.21592664002,45.5157633849102,68.620409951822,72.7291143816126,93.2430073402607,91.7266083087982,142.75209179392,101.388430311957,62.1503376459302
"SAMPLE_2592",131.722302128793,110.940521948514,37.1283196393349,66.9378537350994,80.5208283018669,92.3660987977944,100.732750757095,133.935506631297,96.4071419975187,51.2243442139055
"SAMPLE_2593",115.146928914845,116.086152956982,39.9289704212712,64.9781202581059,78.5793750914194,103.372614646439,86.5922777888413,142.288360452715,107.289058294657,55.9467066726328
"SAMPLE_2594",124.284062028787,104.356652461108,40.4275135130097,61.5116693658508,76.2431888029728,80.0303255219156,101.928454405485,137.514896490204,100.434806050823,57.3069973680562
"SAMPLE_2595",135.669035570604,132.575252108395,41.6166788160612,77.7496923430306,77.5187340983582,92.9786908684679,93.021478837689,117.732632025586,101.746623144752,49.0090808950009
"SAMPLE_2596",117.260491021638,121.600170060644,40.592097424055,69.799866830391,74.0593575376509,96.0940134021643,101.438263038441,131.30346596159,113.957624209862,56.9470720944615
"SAMPLE_2597",126.708207271265,111.089510121279,45.8469618866628,70.7522113906433,75.8792212176061,98.8600309622161,88.4909262609722,126.957912182283,93.2122500182256,56.435665094469
"SAMPLE_2598",125.418105123686,122.198719849965,42.8356196723181,70.3192555215116,71.8745428309175,86.9801489063194,103.4836555062,139.0562492762,102.093947373585,58.6802776649394
"SAMPLE_2599",141.208997389936,115.64022910398,43.3364548672317,64.0897177587274,83.4821707490721,73.4448699649498,92.790599641752,125.251488229373,95.6701702262601,57.5460912525428
"SAMPLE_2600",141.65211818885,114.514207511649,42.5232474186931,67.4252421528085,79.1652080624381,88.3156197554604,94.4581474874472,128.03260904302,96.0913572006546,52.2688226549388
"SAMPLE_2601",119.556072271653,115.360698308086,40.615069575663,64.6073977741673,74.2460885279853,95.3840237022105,90.1713308895499,136.086294223796,103.311815362165,55.9859653111023
"SAMPLE_2602",127.468834636914,105.454384890356,41.306498035915,67.9669049026735,81.303400765283,93.5059038388374,107.557335392122,132.875274705263,105.734310096386,60.8726491571181
"SAMPLE_2603",135.655565616773,121.798607245291,40.7674352664682,70.7937342250692,75.060487758487,99.7057016693336,95.1490615727702,124.645666913978,82.4740786102384,52.9209690891998
"SAMPLE_2604",126.152844115842,118.959933762933,42.376885279121,71.4701995747747,78.8016308150058,92.8988981545823,89.8002735898294,127.770167716257,96.6396667538022,50.9397849554405
"SAMPLE_2605",128.415336638571,141.237401436543,37.7345511753782,70.1957057164352,77.6573158672262,86.1266142616789,105.921427222227,110.338292087752,108.808595104523,51.2132255692128
"SAMPLE_2606",116.012288369807,126.157760215514,40.8532090817672,65.643582127801,76.5298412046649,107.112955472371,98.5160157610991,117.881263155151,95.0041510099991,56.8589155521393
"SAMPLE_2607",115.327741668718,113.965561161298,41.7044487791031,66.7751291427361,69.6116714227617,87.7550285636823,93.8114315659309,119.795915235329,94.8423612855956,58.609194375536
"SAMPLE_2608",121.218007409475,131.551446788849,43.1659169705989,69.9620085218938,74.7289711384461,98.0465227147464,89.794378558984,128.824343743567,97.5378779628471,45.0912622431946
"SAMPLE_2609",128.123870140785,120.213476059685,40.8057670605109,72.9916874575741,74.1641890347211,93.9698560906868,82.9944034943994,122.783333090818,104.713868369361,55.621048940041
"SAMPLE_2610",118.990454951572,119.267743007953,46.9016536587497,69.9415810279671,70.5087749473593,100.371461470801,96.7504622779995,126.750147485733,92.2928088446339,53.6895663116979
"SAMPLE_2611",128.815879345805,115.651578871829,39.0764189126748,64.0874573937691,71.1352714136018,97.6443992104496,92.7106421465984,127.72553979325,101.787270196008,55.0158497627926
"SAMPLE_2612",126.77383350017,129.097227182112,41.0933017478855,64.1601231264459,68.7379331649187,92.2093739938445,103.880117177092,118.810284329615,88.2987882604679,55.8998875781425
"SAMPLE_2613",128.684141415998,130.521395915437,40.5987160668285,71.5686179200312,61.225555694208,101.457526986174,101.418148005722,124.107392752913,89.1641649860138,50.6131449388506
"SAMPLE_2614",137.002634079342,119.836940830408,45.8607053232384,70.2790335458158,67.5199251568943,93.61523824215,88.5995647601169,133.280932983531,87.6537047557171,49.6185302325359
"SAMPLE_2615",120.822359376878,128.652355466714,48.1661674354045,68.4597114306587,67.7126618326814,98.6461953354177,96.6607760742715,119.472893112077,92.9108486676637,51.9254624074685
"SAMPLE_2616",114.116143386556,102.908415858221,40.3195869042995,65.8288408873616,84.6643314055442,94.6867286091275,77.8060807803426,126.908494089612,108.469316483582,50.4723361290358
"SAMPLE_2617",121.338213762368,112.65682794027,42.7427198293471,69.243887631445,71.0212510506736,95.0589968078642,106.493431136421,119.264731177873,109.148983016323,59.1800007334392
"SAMPLE_2618",116.156907372221,121.092020849741,37.0728454275449,68.4767140076576,71.1940334302556,87.4622021864253,88.39119264837,133.669730826829,94.6586291595722,58.4857627103829
"SAMPLE_2619",113.751977727923,111.977950617133,38.6027132488186,75.636665483809,68.4783566050254,98.8713151503888,82.9424094853496,127.648725577616,103.746913253234,51.1660478389708
"SAMPLE_2620",127.701286462276,115.725084270079,46.0957022427029,69.4878784614496,75.1489925416646,91.3958301555924,100.652200508707,133.939550277187,100.705587966874,62.6278039054308
"SAMPLE_2621",113.720068481876,104.964557148891,41.2380597091221,72.9194715045167,67.5649481704345,90.853969649883,104.30327542679,133.098445123429,116.280247006402,50.4496063678614
"SAMPLE_2622",130.816354645149,121.244033593188,41.4849155744465,63.0182652839827,76.0285861241846,95.9343446117288,93.2645458706365,126.333024123476,100.948561575724,56.7692386454111
"SAMPLE_2623",124.879710217862,94.4217850518259,38.1755887415645,69.3182597860092,68.0993343201085,99.7849690663972,95.1706595222454,126.3301359533,93.3721090519696,56.3548743967443
"SAMPLE_2624",114.878803194358,119.840719482109,40.6051116486148,69.6152338055645,76.1818127805024,95.8788242138409,91.4873356004382,134.781692022481,107.444993414266,53.1300517457872
"SAMPLE_2625",108.568824638259,98.6868090371218,39.8810111679612,70.5520497067493,74.9000481135986,89.3282377955567,98.7024542945721,130.151062340076,96.7862821423964,51.233284519003
"SAMPLE_2626",121.198941230184,122.466030237663,42.5414486454663,71.3894067051102,74.9623696049395,105.240086559416,94.560651431627,131.156212445395,112.972475536435,57.1214339979765
"SAMPLE_2627",107.364687921845,127.259203862486,42.6536638023774,59.7092863717044,69.1716484045577,95.3842310026804,95.5100176792116,124.26134345814,96.6023495216386,54.4440718290343
"SAMPLE_2628",127.125705803254,123.241686421316,38.4882131506043,73.8036686000528,73.6225435675933,94.2107432630663,88.875552402575,126.529648429004,105.095362470164,57.942703089973
"SAMPLE_2629",126.344884871691,128.848017643732,43.2175218457867,57.4645642457803,72.4330926594372,95.9233362219697,88.3850066697442,135.960150166706,93.3780211354513,60.8753094387931
"SAMPLE_2630",133.353207914152,120.653748846737,43.966538092228,76.193422617008,69.4819676106615,107.189511466157,89.2630211306171,134.831380585376,98.6567748173052,56.4217683657844
"SAMPLE_2631",126.84775435707,124.177768486336,38.1897241483925,69.4262688623886,69.0564238504168,90.1910269811076,100.394442264905,129.63226369253,86.083369732347,50.7223683570778
"SAMPLE_2632",121.534445251399,115.310511258481,44.3994563512074,70.8588411723873,72.2900060110177,100.187703500159,109.751303956173,134.584691758352,103.625197174707,54.4000969311859
"SAMPLE_2633",121.080259205031,113.022175557711,41.395288228347,69.2419726312414,72.7208409581808,84.6687716346347,99.4031288861812,137.028953306829,90.2173546128123,54.8016792726626
"SAMPLE_2634",127.972836316605,113.052363743589,44.4614249414551,64.8859406734069,67.590743422344,89.7538384048508,78.6730980703184,126.899859960834,95.8428137825892,50.5456606157955
"SAMPLE_2635",123.624354331611,130.592440466784,42.3749537972804,69.4687965984278,62.7018543348315,92.0158859295121,98.0448323307563,120.658296887752,101.007156893302,58.7536146025923
"SAMPLE_2636",121.750209091635,121.620654713774,42.8990677488347,68.136925268383,71.1769346516248,83.416411578077,93.0746111796275,125.79318346291,112.218148373848,50.369820618997
"SAMPLE_2637",110.116616813804,126.308690013133,42.397243148193,70.9555598441663,79.965136080781,93.5866368888998,81.0122026269576,123.48049570431,101.984730751815,58.0651651916031
"SAMPLE_2638",113.106266091668,137.076330473462,41.55355746083,70.5019517593076,65.612523511909,92.0187310598893,94.5302524098642,134.948902862828,99.8885558987501,51.6246011882688
"SAMPLE_2639",118.349453266843,122.796628312057,44.0210997767902,70.8308160584942,73.4489185624048,83.6225360985487,94.4416002380604,132.703336208457,93.3358342857434,50.7784579959585
"SAMPLE_2640",125.526003518716,119.584883138591,48.6688648489182,72.4541949051516,74.9473925335169,94.2682846549504,103.030982786754,130.069420891887,100.581880052059,56.2018043885198
"SAMPLE_2641",126.045615515913,117.841751259255,43.0566550175804,79.9762904968734,65.539468513745,79.5910466567017,91.881940256367,141.375638984382,100.010796981722,54.1832859663788
"SAMPLE_2642",119.885456116824,129.559216450977,43.6048706172395,71.6590105719459,74.8561129743,91.6346612983685,104.237181330176,125.074788150587,99.4959980910702,55.2133349688276
"SAMPLE_2643",116.110627514064,124.222944939063,44.0491556919614,69.5678637926394,76.6955987554028,94.9719626086055,80.845490622733,120.383697577412,98.1157767354772,56.674850431557
"SAMPLE_2644",129.088704748257,115.297948793293,40.4478922478341,68.9367896421345,76.4258518114672,88.4001726993662,102.602051133705,128.814895782899,98.7355146366158,53.834497713521
"SAMPLE_2645",134.919620814554,115.245125079515,43.2770703894532,75.4586521530499,70.045453290347,93.5544728163104,83.5941077820173,115.646000816663,101.350171423164,59.844598351021
"SAMPLE_2646",124.856047810416,114.628265974699,44.5111583226937,66.5196954007583,73.439193168856,86.2582684372322,98.1063071481093,117.454882156571,97.9608393156552,54.5663475108556
"SAMPLE_2647",118.323619864504,128.294439525151,41.2084172008191,74.030915108493,64.0136132035976,91.7910167407755,87.7427196691679,115.641291140463,98.5156318404254,61.7756479828884
"SAMPLE_2648",121.041859135307,129.952602634412,41.7790426895807,62.2139746077915,73.4539320491018,89.8206515768601,86.1185139013441,135.829567141053,102.482309377387,58.9859815364194
"SAMPLE_2649",104.949500716897,122.159958056973,43.948715047244,65.0305397079815,61.6627396364654,90.3868426251665,99.6403483450859,147.300196343704,97.7170114301207,58.0599266378712
"SAMPLE_2650",127.926393856756,113.204846001405,44.7986498866397,68.6601091675144,62.1735458414204,87.4393745510342,87.983250984968,113.525600063761,98.6450620861155,56.1692305189257
"SAMPLE_2651",124.487040816267,119.918049937864,42.6398961089844,69.7887676921995,78.9399965416509,90.247556304105,95.8492746161112,131.612343038715,97.144474079907,53.6693679405579
"SAMPLE_2652",118.670354239127,110.590698591106,38.6089439536164,71.8504952190668,80.5082207683803,97.5856556830811,115.032187888637,133.863725682345,94.3333112568948,56.5503113509956
"SAMPLE_2653",131.62799314149,130.378941945272,37.7231459960102,78.2959589477893,69.7214723826946,95.667332310133,89.8658431775624,139.422377346828,94.8070453124337,53.5323215523748
"SAMPLE_2654",116.804920821121,129.480244462374,37.3704789672658,63.0490248672483,71.0686561130084,90.4259425332119,81.2794738794281,134.525827526226,92.2078003667278,56.049237640299
"SAMPLE_2655",127.75600087853,118.723999875227,45.5198659944117,76.2102639097823,76.2424466183492,102.236763618118,99.3194147655102,133.289364340134,93.4840891289344,49.3612618980514
"SAMPLE_2656",119.388384612363,122.921587813178,40.0830819446162,67.9276058291874,73.9191018350799,89.7640915505418,80.5229341570953,125.49397261605,101.062738232747,56.7837456964167
"SAMPLE_2657",122.336454355034,121.69054561536,39.1429848658408,69.4024859281767,68.5251609181832,102.755484668561,93.628269686661,103.535997050477,105.540248482182,56.3182164553556
"SAMPLE_2658",116.583040419482,125.526995772482,44.8918252060259,60.7750852127961,76.6853414700289,85.9704082654731,98.4834221099888,127.816966875325,103.093489807757,55.1088183519996
"SAMPLE_2659",129.396328887874,124.106704474204,41.5060369764416,65.2193203364015,70.8656760548648,97.2168151494154,98.5666501460846,121.879383938642,93.5164574344589,52.4399406065645
"SAMPLE_2660",118.48442944727,131.204515144315,42.4931964378445,66.6920013125354,67.1952484628877,94.0335701236305,89.825563375146,125.523881667325,96.8338801961477,54.2576384742474
"SAMPLE_2661",107.185776258105,111.225465745782,40.6666549934919,63.8612979109446,74.2972795152697,87.9393985046193,102.360819398902,138.494071491458,105.75878916602,50.6065165527267
"SAMPLE_2662",117.276389564859,122.814211936132,40.1984825829366,72.4016451433277,62.2095603501284,98.1016300032658,90.4096537253473,135.841627764969,102.232009749775,53.6756761824424
"SAMPLE_2663",134.01191779831,134.313808085928,39.3732689882389,68.5166713173685,76.812524573099,101.413187208638,82.2335078264641,118.914883328875,117.251956429848,56.4352478884741
"SAMPLE_2664",116.923459721827,117.717088808576,42.0351791506607,66.1967465459973,77.9984939750056,97.9648418099309,92.8477341328346,130.20745843639,105.214332878539,53.2886820900647
"SAMPLE_2665",124.886496658606,107.243217280745,47.9588506680302,73.2970379305445,65.0379666264923,101.678622933344,91.5489683079339,115.420010184449,91.4852169645001,52.4338244098325
"SAMPLE_2666",120.048392091009,112.579976860399,40.2185621501489,71.3753473599757,70.7237538430275,92.2741501815188,92.7915314259793,128.644148985894,95.7610221559425,51.7392354773731
"SAMPLE_2667",135.533674340368,109.129857662558,42.8747109860615,68.8236097484517,67.9817714512008,96.8988296762834,87.0718249567771,136.457940541347,94.4751269273438,46.161511969819
"SAMPLE_2668",122.160131601472,108.429862393931,43.1833994424458,59.2508366729975,73.0156993397973,91.0325003449273,83.6748499740754,127.435156220577,86.7694237912067,57.5001643860796
